video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
ONQ-fAp5X64,17.14.11,CAN BABIES DO GYMNASTICS?  **World Record**,Nile Wilson,17,2017-11-11T10:30:00.000Z,nile wilson|"nile wilson gymnastics"|"nile wilson olympics"|"olympic gymnast"|"amazing gymnastics"|"gymnastics"|"strength training"|"strength"|"hard work"|"vlogging"|"vlog"|"success"|"fitness"|"world record"|"has to be a world record"|"can babies do gymnastics"|"youngest gymnast in the world"|"ultimate gymnastics challenge"|"trampoline challenge"|"gymmastics challenge"|"baby gymnastics",306724,9591,266,448,https://i.ytimg.com/vi/ONQ-fAp5X64/default.jpg,FALSE,FALSE,FALSE,"➢ Join my FREE 7 Steps to Success - http://www.bodybible.life/\n➢ Merch- http://www.nwclothing.co.uk/\n➢ Enquiries - luke@activatemanagement.co.uk\n➢R&B- https://open.spotify.com/user/1177145901/playlist/0DqvE5p0HqNfDbE3sS8rKZ\n➢House - https://open.spotify.com/user/1177145901/playlist/2Vw8Wv059AoDWKJRaBTfzE\n➢ Handstand Programme ��‍♂️https://bodybible.life/individual-programmes-2/\n➢ Depop -https://www.depop.com/joannaj\n➢ Gymnastics Gear ~ https://www.turn-gymnastics.com/\n➢ Intro Song ~ Tom Zanetti, Darlin'\n➢ Soundcloud ~ https://soundcloud.com/nile-wilson-2/sets/wobblers\n➢Instagram https://instagram.com/nilemw/\n➢ Body Bible instagram https://www.instagram.com/nw_bodybible/\n➢Twitter https://twitter.com/NileMW\n➢Facebook https://www.facebook.com/NileWilsonGy…\n➢SnapChat - nilewilson\n➢Songs ~ https://www.youtube.com/user/officialdjwelshy"
Dlwf5u2BLAg,17.14.11,"TV Reporter Interviews Alleged Bank Robber, Then Helps Police Catch Him",Inside Edition,25,2017-11-10T01:40:07.000Z,reporter|"robbery"|"Crime"|"cat-news"|"police"|"bank"|"Georgia"|"offbeat"|"Inside Edition Offbeat"|"Inside Edition newsdesk"|"local news"|"bank robber"|"television reporter"|"television anchor"|"Gwinnett County"|"georgia"|"ashley thompson",254314,1746,125,298,https://i.ytimg.com/vi/Dlwf5u2BLAg/default.jpg,FALSE,FALSE,FALSE,"More from Inside Edition: https://www.youtube.com/user/cbstvdinsideedition?sub_confirmation=1\nGeorgia police say in the midst of robbing banks, a suspect made time for a television interview on the local news. A reporter was doing an unrelated story about traffic when she approached the man to get his opinion. She says before going on camera, he asked to take off the same headwear seen in surveillance photos. Police contacted the reporter for his information, and her next headline was an arrest. InsideEdition.com's Lisa Voyticki has more."
NVCqz2BDfcQ,17.14.11,Gucci Mane  - Curve (ft. The Weeknd),OfficialGucciMane,10,2017-11-10T17:18:13.000Z,Gucci Mane|"The Weeknd"|"Curve"|"Official"|"Music Video"|"Atlantic"|"Records"|"trap"|"trap god"|"1017"|"gucci"|"mr davis"|"atlanta"|"rap"|"hip hop",946859,37986,816,2006,https://i.ytimg.com/vi/NVCqz2BDfcQ/default.jpg,FALSE,FALSE,FALSE,Gucci Mane - Curve feat. The Weeknd\n\n Mr. Davis out now: https://Atlantic.lnk.to/MrDavis\n\nGet exclusive Mr. Davis merchandise here: http://smarturl.it/MrDavisBundlesYT\n\nFollow Gucci Mane\nhttp://GucciManeOnline.com\nhttp://Twitter.com/Gucci1017\nhttp://Facebook.com/GucciMane\nhttp://Instagram.com/LaFlare1017\nhttps://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo\n\nDIRECTOR - David Helman\nDP - Dustin Lane\nEXEC PRODUCER - Whitney Jackson\nPRODUCER - Jeff Kopchia\nGAFFER - Andrew Valenti\nKEY GRIP - Matt Garza\nPROD DESIGNER - Spencer Graves\nEDITOR - Nick Rondeau
MyEqfBkzESU,17.14.11,EXTREME GOLDEN TAN TRANSFORMATION,John Maclean,26,2017-11-10T20:40:44.000Z,Extreme Tan|"Tanning"|"Tanning Bed"|"How to get best Tan"|"Black to White"|"White To Tan"|"How to apply fake tan"|"Tanning Routine"|"Best fake tan"|"How to tan faster in the sun"|"How to make tan last"|"tanned skin"|"tan makeup",300617,8133,2693,2911,https://i.ytimg.com/vi/MyEqfBkzESU/default.jpg,FALSE,FALSE,FALSE,-\n\n\nWebsite - http://www.johnmaclean.co.uk\n\nPatreon - https://www.patreon.com/johnmaclean\n\nInstagram - https://instagram.com/LordMaclean\n\nTwitter - https://twitter.com/HouseOfMaclean\n\nFacebook - https://www.facebook.com/CosmeticCons...\n\nYoutube - https://www.youtube.com/CosmeticConsu...\n\n\n-
b4vTZx_AtHk,17.14.11,How To Dry a Shirt in 30 Seconds,HowToBasic,26,2017-11-09T18:36:48.000Z,how to dry a shirt in 30 seconds|"how to dry a shirt"|"life hack"|"how to quickly dry clothing"|"how to dry a shirt fast"|"quickly dry clothes"|"quickly dry clothing"|"dry a shirt fast"|"howtobasic",2063667,98804,11682,11443,https://i.ytimg.com/vi/b4vTZx_AtHk/default.jpg,FALSE,FALSE,FALSE,"Today I show you how to completely dry a shirt or any other piece of clothing in 30 seconds or less. I recently discovered this amazing trick that can dry any piece of clothing incredibly fast! I didn't believe my eyes as my shirt magically became bone dry in a matter of seconds. I thought this method was too good to keep to myself, so I decided to make this video to share it with the world. Sick of waiting for your clothes to dry? Simply follow the step by step instructions in this video.\n\nDon't keep this lightning fast clothes drying technique to yourself! SHARE IT: \nTWEET IT► https://ctt.ec/89bMT \nEGGBOOK IT► http://bit.ly/ShirtDryLifeHack \n\nClick Here To Eggscribe! --►\n‪http://bit.ly/Eggscribe\n\nHave a video Suggestion? Post it in the Comments Section, Contact me through my Facebook page or Tweet me!\n\nConnect with me!\nFacebook ► ‪http://www.facebook.com/HowToBasic‬\nTwitter ► ‪http://www.twitter.com/HowToBasic‬\nInstagram ► ‪http://instagram.com/HowToBasic‬\n2ND Channel ► ‪http://www.youtube.com/HowToBasic2‬\n \nT-Shirts & Eggy Merchandise ► ‪http://howtobasic.spreadshirt.com/\n\nKnow someone that would be interested in this life hack? Link them to this video!"
BsfhHKx6ajA,17.14.11,Attracting An Alpaca With An Accordion | Nowhere Else,Good Mythical Morning,24,2017-11-10T11:00:00.000Z,rhett and link|"gmm"|"good mythical morning"|"rhett and link good mythical morning"|"good mythical morning rhett and link"|"mythical morning"|"gmm food"|"Season 12"|"attracting an alpaca with an accordion"|"alpaca"|"accordion"|"apple pie"|"abraham lincoln"|"rhett link alpaca"|"gmm alpaca"|"gmm challenge"|"rhett link challenge"|"gmm bit"|"rhett link bit"|"llama"|"alpacas"|"comedy"|"animals"|"gmm music"|"try not to laugh"|"experiment"|"challenge",728547,12553,2146,1143,https://i.ytimg.com/vi/BsfhHKx6ajA/default.jpg,FALSE,FALSE,FALSE,"Trust us, there's nowhere else in the universe that you'll see something like this. GMM #1217\nWatch GMMore: https://youtu.be/qfBLDHxHb6Q | Part 3: https://youtu.be/BsfhHKx6ajA\nWatch today's episode from the start: http://bit.ly/GMM1217\n\nPick up all of the official GMM merch only at https://mythical.store\n\nFollow Rhett & Link: \nInstagram: https://instagram.com/rhettandlink\nFacebook: https://facebook.com/rhettandlink\nTwitter: https://twitter.com/rhettandlink\nTumblr: https://rhettandlink.tumblr.com\nSnapchat: @realrhettlink\nWebsite: https://mythical.co/\n\nCheck Out Our Other Mythical Channels:\nGood Mythical MORE: https://youtube.com/goodmythicalmore\nRhett & Link: https://youtube.com/rhettandlink\nThis Is Mythical: https://youtube.com/thisismythical\nEar Biscuits: https://applepodcasts.com/earbiscuits\n\nWant to send us something? https://mythical.co/contact\nHave you made a Wheel of Mythicality intro video? Submit it here: https://bit.ly/GMMWheelIntro\n\nIntro Animation by Digital Twigs: https://www.digitaltwigs.com\nIntro & Outro Music by Jeff Zeigler & Sarah Schimeneck https://www.jeffzeigler.com\nWheel of Mythicality theme: https://www.royaltyfreemusiclibrary.com/\nAll Supplemental Music fromOpus 1 Music: https://opus1.sourceaudio.com/\nWe use ‘The Mouse’ by Blue Microphones https://www.bluemic.com/mouse/\n\nNo alpacas were harmed or found themselves attracted to Abraham Lincoln during the making of this segment."
DIU3xPdhCBI,17.14.11,Sam Smith surprises brides at their wedding! (At The BBC),BBC Music,10,2017-11-09T22:26:10.000Z,bbc|"music"|"bbc music"|"Sam Smith"|"Wedding"|"Sam Smith At The BBC"|"At the BBC",893462,22326,833,943,https://i.ytimg.com/vi/DIU3xPdhCBI/default.jpg,FALSE,FALSE,FALSE,"You have to watch this! Sam serenades a couple at their wedding, and it is beautiful.\n\nSubscribe now: http://bit.ly/2fKbxWg \nWatch more: http://www.bbc.co.uk/programmes/b09f47wy"
pz95u3UVpaM,17.14.11,Camila Cabello - Havana (Vertical Video) ft. Young Thug,CamilaCabelloVEVO,10,2017-11-10T05:01:00.000Z,camila cabello|"camila"|"young thug"|"havana"|"fifth harmony"|"5h"|"harmonizers"|"crying in the club"|"omg"|"i have questions"|"know no better"|"lauren jauregui"|"dinah jane"|"normandi kordei"|"ally brooke"|"lele"|"pons"|"lelepons"|"shawn mendes"|"LeLe Pons"|"LuJuan James"|"influencers"|"instagram influencer"|"lele instagram"|"latina influencer"|"lelepons dance videos"|"lele pons dance battle"|"Camila Cabello feat. Young Thug"|"Havana"|"Pop"|"Syco Music/Epic",5476738,286269,4083,12254,https://i.ytimg.com/vi/pz95u3UVpaM/default.jpg,FALSE,FALSE,FALSE,"Havana – Spotify Vertical Video \nVideo Director: Sam Lecca\nAvailable at Spotify: http://smarturl.it/Havana_Sptfy \n\nFind Camila Here: \nTwitter: @camila_cabello\nIG: @camila_cabello \nFacebook: @97camilacabello \nWebsite: www.camilacabello.com \n \n#Havana\n#HAVANAtheMOVIE\n#Camila\n#CamilaCabello\n \n(C) 2017 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment Category: Music License: Standard YouTube License\n \nCategory: Music"
jp9hK-jY6yY,17.14.11,When Someone Has A Crush on You | Lilly Singh,IISuperwomanII,23,2017-11-09T22:21:13.000Z,iisuperwomanii|"iisuperwomenii"|"superwoman"|"superwomen"|"super"|"comedy"|"comedian"|"brown"|"indian"|"desi"|"punjabi"|"hindi"|"when someone has a crush on you"|"crush"|"crush on you"|"when a crush"|"crush you"|"on you"|"someone on"|"when someone"|"llsuperwomanll"|"lilly singh"|"lily singh"|"lily sing"|"lilly sing"|"IIsuperwomanII"|"someone has"|"you crush"|"when you"|"lilly"|"singh"|"when someone likes you"|"when someone has a crush"|"that feeling when"|"someone likes you"|"someone has a crush on you"|"lilly singh crush",3371669,202676,3394,20086,https://i.ytimg.com/vi/jp9hK-jY6yY/default.jpg,FALSE,FALSE,FALSE,"You know that feeling when someone has a crush on you!! Watch Lilly Singh break down the three phases of finding out someone likes her.\nSubscribe: http://bit.ly/1HiqYG0 | Follow my FB: https://facebook.com/IISuperwomanII/\nSkits: https://youtube.com/watch?v=jyxi0rfEDnE&list=PLuBXqtS2jaLMhu9PU0tAaHbnqloWibwl0\n\nIf you want to add translations, click the gear icon and go to Subtitles/CC then to Add subtitles or CC! \n\nFollow Roscoe (my boyfriend):\nInstagram: https://instagram.com/chickenanwaffles\n\nFollow IIManjeetII:\nInstagram: https://instagram.com/iiparamjeetii/\nTwitter: https://twitter.com/iiparamjeetii/\n\nFollow IIParamjeetII: \nInstagram: https://instagram.com/iimanjeetii/\nTwitter: https://twitter.com/iimanjeetii/\n\nGet HOW TO BE A BAWSE: https://lillysinghbook.com\n\nFollow IISuperwomanII:\nFacebook: https://facebook.com/IISuperwomanII/\nInstagram: https://instagram.com/iisuperwomanii/\nTwitter: https://twitter.com/iisuperwomanii\nSuperwomanVlog Channel: https://youtube.com/user/SuperwomanVlogs\nOfficial Website: http://lillysingh.com/\n\nWatch More IISuperwomanII:\nTypes Of People: https://youtube.com/watch?v=eR_nzGqYXNw&list=PLuBXqtS2jaLMu81JnF6AOnRHzG6Csbd6y\nMy Parents: https://youtube.com/watch?v=EPHMXbZml_s&list=PLuBXqtS2jaLOGQynSYvxaqUgvNl7Ovz8x\nSkits: https://youtube.com/watch?v=jyxi0rfEDnE&list=PLuBXqtS2jaLMhu9PU0tAaHbnqloWibwl0\nThe Super Rants: https://youtube.com/watch?v=KYadw8gNOok&list=PLuBXqtS2jaLPopv899QwFphiirmD_XWdq\nLatest Uploads: https://youtube.com/user/IISuperwomanII/videos?view=0&sort=dd&shelf_id=2\n\nThanks for watching and don't forget to keep smiling. You're worth it! xoxo"
gEHCXl4J9Qo,17.14.11,Taylor Swift - “New Year’s Day” Fan Performance,ABC Television Network,24,2017-11-10T02:32:15.000Z,American Broadcasting Company|"ABC"|"ABC Network"|"Television"|"TV"|"what to watch"|"trailer"|"tv show"|"Television Program"|"Taylor Swift"|"New Year's Day"|"Performance"|"Reputation",2237404,72593,1830,3501,https://i.ytimg.com/vi/gEHCXl4J9Qo/default.jpg,FALSE,FALSE,FALSE,"This intimate fan performance of Taylor Swift's new song, New Year's Day from her album Reputation was filmed in October in the living room of her Rhode Island home. One hundred fans, who were picked by Swift herself, were in the audience.\n \nSwift invited fans to join her for special early listening parties called “secret sessions” to get an exclusive first listen of her new music before its public release. During the sessions, Swift personally walked her fans through the inspiration and the process behind making each song.\n\nSubscribe: http://goo.gl/mo7HqT"
OWvCCu2t6Ts,17.14.11,SO Much To Tell You | 32 Weeks Pregnant | MOTHERHOOD,Sprinkleofglitter,26,2017-11-10T16:59:50.000Z,sprinkleofglitter|"sprinkle of glitter"|"Louise Pentland"|"motherhood"|"british mum vlogger"|"uk mum vlogger"|"32 weeks pregnant"|"3rd trimester"|"coping with SPD"|"Choosing a home birth"|"home birth after trauma"|"home birth with high bmi",238843,10028,248,650,https://i.ytimg.com/vi/OWvCCu2t6Ts/default.jpg,FALSE,FALSE,FALSE,"A big chat about everything going on in my pregnancy right now!\nPrevious Video (Mum Style) - http://bit.ly/2mdGCE8\n\nMore of Me : \n\nTwitter - https://twitter.com/LouisePentland\nFaceBook - https://www.facebook.com/louisepentland/\nSnapchat - LouisePentland\nInsta- Louise Pentland\nRobin Wilde - http://louisepentlandnovel.com/\n\nFor business enquiries, please contact Maddie or Charlotte at my management company, Gleam Futures!\n\nAbout Me ::\n\nHi, I'm Louise! I started this channel in 2009 after readers of my blog (also called Sprinkle of Glitter) suggested I give YouTube a try. I was instantly hooked and have found my internet playground on here. I make videos about beauty & fashion, positive living, motherhood, lifestyle and occasionally have special guests (friends, kittens or my sweet Daughter Darcy). Hit the subscribe button to never miss a video again! \n\nI try to upload every Wednesday and Friday!\n\nI chat every day on my other social media (linked above) so do come and say hi! \n\nBig hugs,\n\nLouise xxx"
6p-QzY5bxJ0,17.14.11,The 'Stranger Things' Kids Were Nearly a Motown Super Group,The Late Late Show with James Corden,24,2017-11-09T06:45:55.000Z,James Corden|"The Late Late Show"|"Colbert"|"late night"|"late night show"|"Stephen Colbert"|"Comedy"|"monologue"|"comedian"|"impressions"|"celebrities"|"carpool"|"karaoke"|"CBS"|"Late Late Show"|"Corden"|"joke"|"jokes"|"funny"|"funny video"|"funny videos"|"humor"|"celebrity"|"celeb"|"hollywood"|"famous",5541767,263918,1502,10706,https://i.ytimg.com/vi/6p-QzY5bxJ0/default.jpg,FALSE,FALSE,FALSE,"James and the young stars of Stranger Things - Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, and Noah Schnapp - reunite their Motown cover band The Upside Downs.\n\nMore Late Late Show:\nSubscribe: http://bit.ly/CordenYouTube\nWatch Full Episodes: http://bit.ly/1ENyPw4\nFacebook: http://on.fb.me/19PIHLC\nTwitter: http://bit.ly/1Iv0q6k\nInstagram: http://bit.ly/latelategram\n\nWatch The Late Late Show with James Corden weeknights at 12:35 AM ET/11:35 PM CT. Only on CBS.\n\nGet new episodes of shows you love across devices the next day, stream live TV, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B\n\n---\nEach week night, THE LATE LATE SHOW with JAMES CORDEN throws the ultimate late night after party with a mix of celebrity guests, edgy musical acts, games and sketches. Corden differentiates his show by offering viewers a peek behind-the-scenes into the green room, bringing all of his guests out at once and lending his musical and acting talents to various sketches. Additionally, bandleader Reggie Watts and the house band provide original, improvised music throughout the show. Since Corden took the reigns as host in March 2015, he has quickly become known for generating buzzworthy viral videos, such as Carpool Karaoke."
